query_id,dataset,selected_model,quality,realized_cost,input_tokens,output_tokens,latency_ms
mbpp/447,ecologic_stage7,,,,,,
mbpp/450,ecologic_stage7,,,,,,
mbpp/458,ecologic_stage7,,,,,,
mbpp/459,ecologic_stage7,,,,,,
mbpp/464,ecologic_stage7,,,,,,
mbpp/466,ecologic_stage7,,,,,,
mbpp/469,ecologic_stage7,,,,,,
mbpp/476,ecologic_stage7,,,,,,
mbpp/494,ecologic_stage7,,,,,,
mbpp/496,ecologic_stage7,,,,,,
mbpp/5,ecologic_stage7,,,,,,
mbpp/504,ecologic_stage7,,,,,,
mbpp/511,ecologic_stage7,,,,,,
mbpp/515,ecologic_stage7,,,,,,
mbpp/518,ecologic_stage7,,,,,,
mbpp/522,ecologic_stage7,,,,,,
mbpp/525,ecologic_stage7,,,,,,
mbpp/529,ecologic_stage7,,,,,,
mbpp/53,ecologic_stage7,,,,,,
mbpp/531,ecologic_stage7,,,,,,
mbpp/533,ecologic_stage7,,,,,,
mbpp/549,ecologic_stage7,,,,,,
mbpp/551,ecologic_stage7,,,,,,
mbpp/554,ecologic_stage7,,,,,,
mbpp/557,ecologic_stage7,,,,,,
mbpp/563,ecologic_stage7,,,,,,
mbpp/567,ecologic_stage7,,,,,,
mbpp/571,ecologic_stage7,,,,,,
mbpp/577,ecologic_stage7,,,,,,
mbpp/580,ecologic_stage7,,,,,,
mbpp/583,ecologic_stage7,,,,,,
mbpp/597,ecologic_stage7,,,,,,
mbpp/60,ecologic_stage7,,,,,,
mbpp/601,ecologic_stage7,,,,,,
mbpp/613,ecologic_stage7,,,,,,
mbpp/615,ecologic_stage7,,,,,,
mbpp/621,ecologic_stage7,,,,,,
mbpp/626,ecologic_stage7,,,,,,
mbpp/630,ecologic_stage7,,,,,,
mbpp/638,ecologic_stage7,,,,,,
mbpp/649,ecologic_stage7,,,,,,
mbpp/65,ecologic_stage7,,,,,,
mbpp/657,ecologic_stage7,,,,,,
mbpp/66,ecologic_stage7,,,,,,
mbpp/667,ecologic_stage7,,,,,,
mbpp/683,ecologic_stage7,,,,,,
mbpp/687,ecologic_stage7,,,,,,
mbpp/692,ecologic_stage7,,,,,,
mbpp/699,ecologic_stage7,,,,,,
mbpp/7,ecologic_stage7,,,,,,
mbpp/700,ecologic_stage7,,,,,,
mbpp/702,ecologic_stage7,,,,,,
mbpp/713,ecologic_stage7,,,,,,
mbpp/718,ecologic_stage7,,,,,,
mbpp/723,ecologic_stage7,,,,,,
mbpp/731,ecologic_stage7,,,,,,
mbpp/732,ecologic_stage7,,,,,,
mbpp/736,ecologic_stage7,,,,,,
mbpp/737,ecologic_stage7,,,,,,
mbpp/747,ecologic_stage7,,,,,,
mbpp/750,ecologic_stage7,,,,,,
mbpp/753,ecologic_stage7,,,,,,
mbpp/77,ecologic_stage7,,,,,,
mbpp/777,ecologic_stage7,,,,,,
mbpp/788,ecologic_stage7,,,,,,
mbpp/792,ecologic_stage7,,,,,,
mbpp/799,ecologic_stage7,,,,,,
mbpp/808,ecologic_stage7,,,,,,
mbpp/811,ecologic_stage7,,,,,,
mbpp/814,ecologic_stage7,,,,,,
mbpp/815,ecologic_stage7,,,,,,
mbpp/819,ecologic_stage7,,,,,,
mbpp/82,ecologic_stage7,,,,,,
mbpp/820,ecologic_stage7,,,,,,
mbpp/824,ecologic_stage7,,,,,,
mbpp/827,ecologic_stage7,,,,,,
mbpp/828,ecologic_stage7,,,,,,
mbpp/830,ecologic_stage7,,,,,,
mbpp/833,ecologic_stage7,,,,,,
mbpp/841,ecologic_stage7,,,,,,
mbpp/844,ecologic_stage7,,,,,,
mbpp/849,ecologic_stage7,,,,,,
mbpp/85,ecologic_stage7,,,,,,
mbpp/850,ecologic_stage7,,,,,,
mbpp/871,ecologic_stage7,,,,,,
mbpp/882,ecologic_stage7,,,,,,
mbpp/884,ecologic_stage7,,,,,,
mbpp/885,ecologic_stage7,,,,,,
mbpp/892,ecologic_stage7,,,,,,
mbpp/902,ecologic_stage7,,,,,,
mbpp/907,ecologic_stage7,,,,,,
mbpp/92,ecologic_stage7,,,,,,
mbpp/920,ecologic_stage7,,,,,,
mbpp/921,ecologic_stage7,,,,,,
mbpp/922,ecologic_stage7,,,,,,
mbpp/93,ecologic_stage7,,,,,,
mbpp/931,ecologic_stage7,,,,,,
mbpp/944,ecologic_stage7,,,,,,
mbpp/945,ecologic_stage7,,,,,,
mbpp/95,ecologic_stage7,,,,,,
mbpp/951,ecologic_stage7,,,,,,
mbpp/952,ecologic_stage7,,,,,,
mbpp/953,ecologic_stage7,,,,,,
mbpp/957,ecologic_stage7,,,,,,
mbpp/969,ecologic_stage7,,,,,,
mbpp/974,ecologic_stage7,,,,,,
mbpp/98,ecologic_stage7,,,,,,
mmlu/abstract_algebra/94,ecologic_stage7,,,,,,
mmlu/anatomy/122,ecologic_stage7,,,,,,
mmlu/business_ethics/44,ecologic_stage7,,,,,,
mmlu/clinical_knowledge/102,ecologic_stage7,,,,,,
mmlu/clinical_knowledge/92,ecologic_stage7,,,,,,
mmlu/college_mathematics/81,ecologic_stage7,,,,,,
mmlu/college_medicine/169,ecologic_stage7,,,,,,
mmlu/college_medicine/17,ecologic_stage7,,,,,,
mmlu/college_medicine/41,ecologic_stage7,,,,,,
mmlu/college_physics/84,ecologic_stage7,,,,,,
mmlu/conceptual_physics/101,ecologic_stage7,,,,,,
mmlu/conceptual_physics/230,ecologic_stage7,,,,,,
mmlu/conceptual_physics/46,ecologic_stage7,,,,,,
mmlu/econometrics/11,ecologic_stage7,,,,,,
mmlu/econometrics/98,ecologic_stage7,,,,,,
mmlu/electrical_engineering/29,ecologic_stage7,,,,,,
mmlu/electrical_engineering/83,ecologic_stage7,,,,,,
mmlu/elementary_mathematics/174,ecologic_stage7,,,,,,
mmlu/elementary_mathematics/4,ecologic_stage7,,,,,,
mmlu/high_school_chemistry/54,ecologic_stage7,,,,,,
mmlu/high_school_chemistry/72,ecologic_stage7,,,,,,
mmlu/high_school_computer_science/86,ecologic_stage7,,,,,,
mmlu/high_school_geography/136,ecologic_stage7,,,,,,
mmlu/high_school_government_and_politics/1,ecologic_stage7,,,,,,
mmlu/high_school_government_and_politics/102,ecologic_stage7,,,,,,
mmlu/high_school_government_and_politics/96,ecologic_stage7,,,,,,
mmlu/high_school_macroeconomics/231,ecologic_stage7,,,,,,
mmlu/high_school_macroeconomics/298,ecologic_stage7,,,,,,
mmlu/high_school_macroeconomics/330,ecologic_stage7,,,,,,
mmlu/high_school_macroeconomics/374,ecologic_stage7,,,,,,
mmlu/high_school_macroeconomics/381,ecologic_stage7,,,,,,
mmlu/high_school_mathematics/62,ecologic_stage7,,,,,,
mmlu/high_school_microeconomics/237,ecologic_stage7,,,,,,
mmlu/high_school_physics/25,ecologic_stage7,,,,,,
mmlu/high_school_physics/76,ecologic_stage7,,,,,,
mmlu/high_school_psychology/161,ecologic_stage7,,,,,,
mmlu/high_school_psychology/293,ecologic_stage7,,,,,,
mmlu/high_school_psychology/402,ecologic_stage7,,,,,,
mmlu/high_school_psychology/458,ecologic_stage7,,,,,,
mmlu/high_school_psychology/480,ecologic_stage7,,,,,,
mmlu/high_school_statistics/48,ecologic_stage7,,,,,,
mmlu/high_school_us_history/180,ecologic_stage7,,,,,,
mmlu/high_school_world_history/38,ecologic_stage7,,,,,,
mmlu/human_aging/147,ecologic_stage7,,,,,,
mmlu/human_aging/200,ecologic_stage7,,,,,,
mmlu/human_aging/54,ecologic_stage7,,,,,,
mmlu/human_sexuality/21,ecologic_stage7,,,,,,
mmlu/logical_fallacies/117,ecologic_stage7,,,,,,
mmlu/logical_fallacies/34,ecologic_stage7,,,,,,
mmlu/management/67,ecologic_stage7,,,,,,
mmlu/marketing/24,ecologic_stage7,,,,,,
mmlu/marketing/72,ecologic_stage7,,,,,,
mmlu/medical_genetics/5,ecologic_stage7,,,,,,
mmlu/medical_genetics/92,ecologic_stage7,,,,,,
mmlu/miscellaneous/2,ecologic_stage7,,,,,,
mmlu/miscellaneous/201,ecologic_stage7,,,,,,
mmlu/miscellaneous/32,ecologic_stage7,,,,,,
mmlu/miscellaneous/592,ecologic_stage7,,,,,,
mmlu/moral_disputes/198,ecologic_stage7,,,,,,
mmlu/moral_disputes/278,ecologic_stage7,,,,,,
mmlu/moral_scenarios/128,ecologic_stage7,,,,,,
mmlu/moral_scenarios/169,ecologic_stage7,,,,,,
mmlu/moral_scenarios/241,ecologic_stage7,,,,,,
mmlu/moral_scenarios/284,ecologic_stage7,,,,,,
mmlu/moral_scenarios/314,ecologic_stage7,,,,,,
mmlu/moral_scenarios/375,ecologic_stage7,,,,,,
mmlu/moral_scenarios/476,ecologic_stage7,,,,,,
mmlu/moral_scenarios/566,ecologic_stage7,,,,,,
mmlu/nutrition/52,ecologic_stage7,,,,,,
mmlu/philosophy/178,ecologic_stage7,,,,,,
mmlu/prehistory/172,ecologic_stage7,,,,,,
mmlu/prehistory/215,ecologic_stage7,,,,,,
mmlu/prehistory/224,ecologic_stage7,,,,,,
mmlu/prehistory/34,ecologic_stage7,,,,,,
mmlu/professional_accounting/217,ecologic_stage7,,,,,,
mmlu/professional_accounting/36,ecologic_stage7,,,,,,
mmlu/professional_law/1043,ecologic_stage7,,,,,,
mmlu/professional_law/111,ecologic_stage7,,,,,,
mmlu/professional_law/136,ecologic_stage7,,,,,,
mmlu/professional_law/1396,ecologic_stage7,,,,,,
mmlu/professional_law/162,ecologic_stage7,,,,,,
mmlu/professional_law/285,ecologic_stage7,,,,,,
mmlu/professional_law/434,ecologic_stage7,,,,,,
mmlu/professional_law/547,ecologic_stage7,,,,,,
mmlu/professional_law/874,ecologic_stage7,,,,,,
mmlu/professional_law/92,ecologic_stage7,,,,,,
mmlu/professional_medicine/181,ecologic_stage7,,,,,,
mmlu/professional_psychology/0,ecologic_stage7,,,,,,
mmlu/professional_psychology/113,ecologic_stage7,,,,,,
mmlu/professional_psychology/115,ecologic_stage7,,,,,,
mmlu/professional_psychology/287,ecologic_stage7,,,,,,
mmlu/professional_psychology/393,ecologic_stage7,,,,,,
mmlu/professional_psychology/57,ecologic_stage7,,,,,,
mmlu/public_relations/63,ecologic_stage7,,,,,,
mmlu/security_studies/14,ecologic_stage7,,,,,,
mmlu/security_studies/237,ecologic_stage7,,,,,,
mmlu/sociology/100,ecologic_stage7,,,,,,
mmlu/sociology/71,ecologic_stage7,,,,,,
mmlu/virology/102,ecologic_stage7,,,,,,
mmlu/virology/19,ecologic_stage7,,,,,,
