query_id,selected_model,input_tokens,output_tokens,input_price_per_token,output_price_per_token,router_overhead_cost,router_overhead_tokens,latency_ms,inference_cost,realized_cost
gsm8k/1305,openai/gpt-oss-20b,142,228,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3930.0,5.270000000000001e-05,5.270000000000001e-05
gsm8k/134,openai/gpt-oss-20b,121,161,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2040.0,3.825e-05,3.825e-05
gsm8k/185,openai/gpt-oss-20b,134,145,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,1740.0,3.57e-05,3.57e-05
gsm8k/186,openai/gpt-oss-20b,206,633,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,7380.0,0.00013690000000000002,0.00013690000000000002
gsm8k/188,openai/gpt-oss-20b,160,245,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3100.0,5.7e-05,5.7e-05
gsm8k/190,openai/gpt-oss-20b,121,217,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2580.0,4.945e-05,4.945e-05
gsm8k/196,openai/gpt-oss-20b,133,167,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2090.0,4.0050000000000004e-05,4.0050000000000004e-05
gsm8k/20,openai/gpt-oss-20b,155,630,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,9490.0,0.00013375,0.00013375
gsm8k/205,openai/gpt-oss-20b,175,1061,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,11410.0,0.00022095,0.00022095
gsm8k/220,openai/gpt-oss-20b,143,208,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2430.0,4.8750000000000006e-05,4.8750000000000006e-05
gsm8k/225,openai/gpt-oss-20b,152,389,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4220.0,8.54e-05,8.54e-05
gsm8k/227,openai/gpt-oss-20b,202,427,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4850.0,9.55e-05,9.55e-05
gsm8k/234,openai/gpt-oss-20b,147,925,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,11260.0,0.00019235,0.00019235
gsm8k/249,openai/gpt-oss-20b,158,362,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4730.0,8.030000000000001e-05,8.030000000000001e-05
gsm8k/250,openai/gpt-oss-20b,152,420,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5320.0,9.16e-05,9.16e-05
gsm8k/268,openai/gpt-oss-20b,142,181,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2020.0,4.330000000000001e-05,4.330000000000001e-05
gsm8k/27,openai/gpt-oss-20b,148,277,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3480.0,6.280000000000001e-05,6.280000000000001e-05
gsm8k/290,openai/gpt-oss-20b,157,482,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6210.0,0.00010425000000000001,0.00010425000000000001
gsm8k/299,openai/gpt-oss-20b,177,542,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,7740.0,0.00011725,0.00011725
gsm8k/301,openai/gpt-oss-20b,180,953,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,10390.0,0.00019960000000000003,0.00019960000000000003
gsm8k/303,openai/gpt-oss-20b,171,538,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6340.0,0.00011615000000000002,0.00011615000000000002
gsm8k/313,openai/gpt-oss-20b,155,1438,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,19770.0,0.00029535000000000005,0.00029535000000000005
gsm8k/314,openai/gpt-oss-20b,147,395,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5170.0,8.635000000000001e-05,8.635000000000001e-05
gsm8k/33,openai/gpt-oss-20b,123,294,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4720.0,6.495e-05,6.495e-05
gsm8k/350,openai/gpt-oss-20b,172,330,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3940.0,7.460000000000001e-05,7.460000000000001e-05
gsm8k/353,openai/gpt-oss-20b,166,1997,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,20140.0,0.00040770000000000004,0.00040770000000000004
gsm8k/365,openai/gpt-oss-20b,124,255,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2780.0,5.720000000000001e-05,5.720000000000001e-05
gsm8k/420,openai/gpt-oss-20b,148,231,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3150.0,5.36e-05,5.36e-05
gsm8k/426,openai/gpt-oss-20b,162,280,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2730.0,6.410000000000001e-05,6.410000000000001e-05
gsm8k/453,openai/gpt-oss-20b,144,300,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3290.0,6.720000000000001e-05,6.720000000000001e-05
gsm8k/454,openai/gpt-oss-20b,120,168,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,1800.0,3.96e-05,3.96e-05
gsm8k/468,openai/gpt-oss-20b,147,453,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5720.0,9.795000000000001e-05,9.795000000000001e-05
gsm8k/474,openai/gpt-oss-20b,133,191,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2390.0,4.485e-05,4.485e-05
gsm8k/481,openai/gpt-oss-20b,155,280,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3670.0,6.375e-05,6.375e-05
gsm8k/488,openai/gpt-oss-20b,133,181,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2410.0,4.2850000000000005e-05,4.2850000000000005e-05
gsm8k/491,openai/gpt-oss-20b,135,244,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3310.0,5.555000000000001e-05,5.555000000000001e-05
gsm8k/50,openai/gpt-oss-20b,130,260,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2730.0,5.8500000000000006e-05,5.8500000000000006e-05
gsm8k/519,openai/gpt-oss-20b,125,275,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3330.0,6.125e-05,6.125e-05
gsm8k/552,openai/gpt-oss-20b,156,399,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5490.0,8.76e-05,8.76e-05
gsm8k/553,openai/gpt-oss-20b,166,176,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2360.0,4.35e-05,4.35e-05
gsm8k/562,openai/gpt-oss-20b,174,476,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6660.0,0.0001039,0.0001039
gsm8k/578,openai/gpt-oss-20b,144,478,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6520.0,0.0001028,0.0001028
gsm8k/581,openai/gpt-oss-20b,143,212,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2450.0,4.955e-05,4.955e-05
gsm8k/583,openai/gpt-oss-20b,153,299,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4640.0,6.745e-05,6.745e-05
gsm8k/60,openai/gpt-oss-20b,132,567,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6860.0,0.00012,0.00012
gsm8k/61,openai/gpt-oss-20b,152,261,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3340.0,5.9800000000000003e-05,5.9800000000000003e-05
gsm8k/610,openai/gpt-oss-20b,136,346,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4210.0,7.6e-05,7.6e-05
gsm8k/612,openai/gpt-oss-20b,174,266,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3050.0,6.190000000000001e-05,6.190000000000001e-05
gsm8k/643,openai/gpt-oss-20b,149,194,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3720.0,4.625e-05,4.625e-05
gsm8k/645,openai/gpt-oss-20b,132,525,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5780.0,0.0001116,0.0001116
gsm8k/682,openai/gpt-oss-20b,165,298,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4460.0,6.785000000000001e-05,6.785000000000001e-05
gsm8k/700,openai/gpt-oss-20b,172,454,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6020.0,9.940000000000002e-05,9.940000000000002e-05
gsm8k/726,openai/gpt-oss-20b,167,337,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5060.0,7.575000000000001e-05,7.575000000000001e-05
gsm8k/735,openai/gpt-oss-20b,150,300,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4040.0,6.750000000000001e-05,6.750000000000001e-05
gsm8k/771,openai/gpt-oss-20b,151,231,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2970.0,5.3750000000000005e-05,5.3750000000000005e-05
gsm8k/796,openai/gpt-oss-20b,151,727,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,9020.0,0.00015295,0.00015295
gsm8k/801,openai/gpt-oss-20b,155,329,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4040.0,7.355e-05,7.355e-05
gsm8k/81,openai/gpt-oss-20b,150,182,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2570.0,4.39e-05,4.39e-05
gsm8k/812,openai/gpt-oss-20b,212,521,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6140.0,0.00011480000000000001,0.00011480000000000001
gsm8k/813,openai/gpt-oss-20b,180,313,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3630.0,7.16e-05,7.16e-05
gsm8k/823,openai/gpt-oss-20b,193,313,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3790.0,7.225000000000001e-05,7.225000000000001e-05
gsm8k/827,openai/gpt-oss-20b,175,440,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5250.0,9.675000000000001e-05,9.675000000000001e-05
gsm8k/829,openai/gpt-oss-20b,168,468,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5470.0,0.00010200000000000001,0.00010200000000000001
gsm8k/863,openai/gpt-oss-20b,131,268,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3160.0,6.0150000000000005e-05,6.0150000000000005e-05
gsm8k/878,openai/gpt-oss-20b,139,232,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2940.0,5.335e-05,5.335e-05
gsm8k/885,openai/gpt-oss-20b,139,298,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3480.0,6.655e-05,6.655e-05
gsm8k/891,openai/gpt-oss-20b,152,560,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6690.0,0.00011960000000000001,0.00011960000000000001
gsm8k/919,openai/gpt-oss-20b,175,339,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4350.0,7.655e-05,7.655e-05
gsm8k/94,openai/gpt-oss-20b,145,422,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4640.0,9.165e-05,9.165e-05
gsm8k/971,openai/gpt-oss-20b,142,178,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2470.0,4.270000000000001e-05,4.270000000000001e-05
gsm8k/985,openai/gpt-oss-20b,127,188,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3220.0,4.3950000000000004e-05,4.3950000000000004e-05
gsm8k/999,openai/gpt-oss-20b,141,354,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4710.0,7.785e-05,7.785e-05
HumanEval/0,openai/gpt-oss-20b,216,537,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6300.0,0.00011820000000000001,0.00011820000000000001
HumanEval/1,openai/gpt-oss-20b,206,571,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6620.0,0.00012450000000000002,0.00012450000000000002
HumanEval/10,openai/gpt-oss-20b,231,912,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,11050.0,0.00019395000000000003,0.00019395000000000003
HumanEval/100,openai/gpt-oss-20b,223,618,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,9900.0,0.00013475000000000002,0.00013475000000000002
HumanEval/101,openai/gpt-oss-20b,207,351,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4720.0,8.055e-05,8.055e-05
HumanEval/102,openai/gpt-oss-20b,184,537,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6530.0,0.00011660000000000002,0.00011660000000000002
HumanEval/103,openai/gpt-oss-20b,231,895,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,10480.0,0.00019055000000000002,0.00019055000000000002
HumanEval/104,openai/gpt-oss-20b,192,538,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5740.0,0.00011720000000000002,0.00011720000000000002
HumanEval/105,openai/gpt-oss-20b,367,723,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,8840.0,0.00016295000000000003,0.00016295000000000003
HumanEval/106,openai/gpt-oss-20b,215,674,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,8310.0,0.00014555000000000001,0.00014555000000000001
HumanEval/107,openai/gpt-oss-20b,301,378,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4980.0,9.065000000000001e-05,9.065000000000001e-05
HumanEval/108,openai/gpt-oss-20b,215,664,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,9520.0,0.00014355,0.00014355
HumanEval/109,openai/gpt-oss-20b,392,355,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4150.0,9.06e-05,9.06e-05
HumanEval/11,openai/gpt-oss-20b,169,264,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2830.0,6.125e-05,6.125e-05
HumanEval/110,openai/gpt-oss-20b,288,661,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,8070.0,0.0001466,0.0001466
HumanEval/111,openai/gpt-oss-20b,242,418,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4490.0,9.570000000000001e-05,9.570000000000001e-05
HumanEval/112,openai/gpt-oss-20b,255,345,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4190.0,8.175000000000001e-05,8.175000000000001e-05
HumanEval/113,openai/gpt-oss-20b,264,1089,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,13170.0,0.000231,0.000231
HumanEval/114,openai/gpt-oss-20b,179,290,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3050.0,6.695e-05,6.695e-05
HumanEval/115,openai/gpt-oss-20b,414,541,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5330.0,0.00012890000000000002,0.00012890000000000002
HumanEval/116,openai/gpt-oss-20b,261,3117,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,34460.0,0.0006364500000000001,0.0006364500000000001
HumanEval/117,openai/gpt-oss-20b,272,474,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4840.0,0.00010840000000000002,0.00010840000000000002
HumanEval/118,openai/gpt-oss-20b,237,871,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,8950.0,0.00018605,0.00018605
HumanEval/119,openai/gpt-oss-20b,256,458,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4940.0,0.0001044,0.0001044
HumanEval/12,openai/gpt-oss-20b,193,321,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3810.0,7.385e-05,7.385e-05
HumanEval/120,openai/gpt-oss-20b,308,540,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5560.0,0.00012340000000000002,0.00012340000000000002
HumanEval/121,openai/gpt-oss-20b,188,294,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3050.0,6.82e-05,6.82e-05
HumanEval/122,openai/gpt-oss-20b,219,482,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5050.0,0.00010735000000000001,0.00010735000000000001
HumanEval/123,openai/gpt-oss-20b,324,807,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,8470.0,0.00017760000000000003,0.00017760000000000003
HumanEval/124,openai/gpt-oss-20b,354,1028,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,10650.0,0.0002233,0.0002233
HumanEval/125,openai/gpt-oss-20b,231,565,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,7230.0,0.00012455000000000002,0.00012455000000000002
HumanEval/126,openai/gpt-oss-20b,340,442,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5920.0,0.00010540000000000001,0.00010540000000000001
HumanEval/127,openai/gpt-oss-20b,344,635,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6980.0,0.00014420000000000004,0.00014420000000000004
HumanEval/128,openai/gpt-oss-20b,213,774,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,9790.0,0.00016545000000000004,0.00016545000000000004
HumanEval/129,openai/gpt-oss-20b,487,1236,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,16379.999999999998,0.00027155000000000007,0.00027155000000000007
HumanEval/13,openai/gpt-oss-20b,161,166,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,1980.0,4.125e-05,4.125e-05
HumanEval/130,openai/gpt-oss-20b,325,1122,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,14620.0,0.00024065000000000002,0.00024065000000000002
HumanEval/131,openai/gpt-oss-20b,162,285,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3200.0,6.510000000000001e-05,6.510000000000001e-05
HumanEval/132,openai/gpt-oss-20b,224,9155,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,106850.0,0.0018422000000000002,0.0018422000000000002
HumanEval/133,openai/gpt-oss-20b,248,498,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6330.0,0.00011200000000000001,0.00011200000000000001
HumanEval/134,openai/gpt-oss-20b,228,1002,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,11040.0,0.00021180000000000003,0.00021180000000000003
HumanEval/135,openai/gpt-oss-20b,194,432,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5110.0,9.610000000000002e-05,9.610000000000002e-05
HumanEval/136,openai/gpt-oss-20b,233,430,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4610.0,9.765e-05,9.765e-05
HumanEval/137,openai/gpt-oss-20b,232,917,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,9740.0,0.00019500000000000002,0.00019500000000000002
HumanEval/138,openai/gpt-oss-20b,168,604,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,8640.0,0.0001292,0.0001292
HumanEval/139,openai/gpt-oss-20b,186,487,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6080.0,0.0001067,0.0001067
HumanEval/14,openai/gpt-oss-20b,150,166,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2020.0,4.07e-05,4.07e-05
HumanEval/140,openai/gpt-oss-20b,197,708,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,8800.0,0.00015145,0.00015145
HumanEval/141,openai/gpt-oss-20b,305,573,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6740.0,0.00012985,0.00012985
HumanEval/142,openai/gpt-oss-20b,260,909,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,10230.0,0.00019480000000000002,0.00019480000000000002
HumanEval/143,openai/gpt-oss-20b,238,450,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5150.0,0.00010190000000000001,0.00010190000000000001
HumanEval/144,openai/gpt-oss-20b,246,377,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4490.0,8.77e-05,8.77e-05
HumanEval/145,openai/gpt-oss-20b,206,983,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,10530.0,0.00020690000000000001,0.00020690000000000001
HumanEval/146,openai/gpt-oss-20b,210,730,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,7900.0,0.00015650000000000004,0.00015650000000000004
HumanEval/147,openai/gpt-oss-20b,256,851,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,11610.0,0.00018300000000000003,0.00018300000000000003
HumanEval/148,openai/gpt-oss-20b,302,824,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,8470.0,0.00017990000000000004,0.00017990000000000004
HumanEval/149,openai/gpt-oss-20b,278,545,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6260.0,0.0001229,0.0001229
HumanEval/15,openai/gpt-oss-20b,159,191,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2420.0,4.615e-05,4.615e-05
HumanEval/150,openai/gpt-oss-20b,177,257,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2710.0,6.025e-05,6.025e-05
HumanEval/151,openai/gpt-oss-20b,228,710,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6470.0,0.00015340000000000002,0.00015340000000000002
HumanEval/152,openai/gpt-oss-20b,321,188,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,1630.0,5.365e-05,5.365e-05
HumanEval/153,openai/gpt-oss-20b,363,456,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3470.0,0.00010935,0.00010935
HumanEval/154,openai/gpt-oss-20b,218,1208,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,9110.0,0.0002525,0.0002525
HumanEval/155,openai/gpt-oss-20b,159,340,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3550.0,7.595e-05,7.595e-05
HumanEval/156,openai/gpt-oss-20b,196,487,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5140.0,0.0001072,0.0001072
HumanEval/157,openai/gpt-oss-20b,199,493,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5430.0,0.00010855000000000001,0.00010855000000000001
HumanEval/158,openai/gpt-oss-20b,211,544,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6080.0,0.00011935000000000001,0.00011935000000000001
HumanEval/159,openai/gpt-oss-20b,366,467,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4820.0,0.0001117,0.0001117
HumanEval/16,openai/gpt-oss-20b,164,190,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2360.0,4.6200000000000005e-05,4.6200000000000005e-05
HumanEval/160,openai/gpt-oss-20b,299,578,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5990.0,0.00013055,0.00013055
HumanEval/161,openai/gpt-oss-20b,198,300,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3670.0,6.99e-05,6.99e-05
HumanEval/162,openai/gpt-oss-20b,167,207,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2260.0,4.975e-05,4.975e-05
HumanEval/163,openai/gpt-oss-20b,199,652,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,7970.0,0.00014035,0.00014035
