query_id,selected_model,input_tokens,output_tokens,input_price_per_token,output_price_per_token,router_overhead_cost,router_overhead_tokens,latency_ms,inference_cost,realized_cost
gsm8k/190,openai/gpt-oss-20b,121,217,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2580.0,4.945e-05,4.945e-05
gsm8k/196,openai/gpt-oss-20b,133,167,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2090.0,4.0050000000000004e-05,4.0050000000000004e-05
gsm8k/20,Qwen/Qwen3.5-9B,103,3788,1.7000000000000001e-07,2.5e-07,0.0,0.0,39280.0,0.0009645099999999999,0.0009645099999999999
gsm8k/205,openai/gpt-oss-20b,175,1061,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,11410.0,0.00022095,0.00022095
gsm8k/220,Qwen/Qwen3.5-9B,89,1191,1.7000000000000001e-07,2.5e-07,0.0,0.0,15270.0,0.00031288,0.00031288
gsm8k/225,Qwen/Qwen3.5-9B,97,1893,1.7000000000000001e-07,2.5e-07,0.0,0.0,22720.0,0.00048974,0.00048974
gsm8k/227,openai/gpt-oss-20b,202,427,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4850.0,9.55e-05,9.55e-05
gsm8k/234,Qwen/Qwen3.5-9B,92,1766,1.7000000000000001e-07,2.5e-07,0.0,0.0,21090.0,0.00045714,0.00045714
gsm8k/249,Qwen/Qwen3.5-9B,106,1757,1.7000000000000001e-07,2.5e-07,0.0,0.0,18810.0,0.00045726999999999996,0.00045726999999999996
gsm8k/250,openai/gpt-oss-20b,152,420,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5320.0,9.16e-05,9.16e-05
gsm8k/268,openai/gpt-oss-20b,142,181,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2020.0,4.330000000000001e-05,4.330000000000001e-05
gsm8k/27,Qwen/Qwen3.5-9B,97,1910,1.7000000000000001e-07,2.5e-07,0.0,0.0,22950.0,0.0004939899999999999,0.0004939899999999999
gsm8k/290,Qwen/Qwen3.5-9B,104,2010,1.7000000000000001e-07,2.5e-07,0.0,0.0,23500.0,0.00052018,0.00052018
gsm8k/299,openai/gpt-oss-20b,177,542,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,7740.0,0.00011725,0.00011725
gsm8k/301,Qwen/Qwen3.5-9B,128,6548,1.7000000000000001e-07,2.5e-07,0.0,0.0,75070.0,0.00165876,0.00165876
gsm8k/303,openai/gpt-oss-20b,171,538,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6340.0,0.00011615000000000002,0.00011615000000000002
gsm8k/313,Qwen/Qwen3.5-9B,103,5321,1.7000000000000001e-07,2.5e-07,0.0,0.0,60940.0,0.00134776,0.00134776
gsm8k/314,Qwen/Qwen3.5-9B,94,1242,1.7000000000000001e-07,2.5e-07,0.0,0.0,13620.0,0.00032648000000000003,0.00032648000000000003
gsm8k/33,Qwen/Qwen3.5-9B,71,1236,1.7000000000000001e-07,2.5e-07,0.0,0.0,14800.0,0.00032106999999999996,0.00032106999999999996
gsm8k/350,Qwen/Qwen3.5-9B,118,1051,1.7000000000000001e-07,2.5e-07,0.0,0.0,13630.0,0.00028281,0.00028281
gsm8k/353,openai/gpt-oss-20b,166,1997,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,20140.0,0.00040770000000000004,0.00040770000000000004
gsm8k/365,Qwen/Qwen3.5-9B,69,16384,1.7000000000000001e-07,2.5e-07,0.0,0.0,201250.0,0.0041077299999999995,0.0041077299999999995
gsm8k/420,Qwen/Qwen3.5-9B,97,1348,1.7000000000000001e-07,2.5e-07,0.0,0.0,13610.0,0.00035349000000000003,0.00035349000000000003
gsm8k/426,Qwen/Qwen3.5-9B,108,2337,1.7000000000000001e-07,2.5e-07,0.0,0.0,23860.0,0.0006026100000000001,0.0006026100000000001
gsm8k/453,Qwen/Qwen3.5-9B,93,1584,1.7000000000000001e-07,2.5e-07,0.0,0.0,18580.0,0.00041181,0.00041181
gsm8k/454,openai/gpt-oss-20b,120,168,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,1800.0,3.96e-05,3.96e-05
gsm8k/468,Qwen/Qwen3.5-9B,98,1238,1.7000000000000001e-07,2.5e-07,0.0,0.0,13100.0,0.00032616,0.00032616
gsm8k/474,Qwen/Qwen3.5-9B,79,974,1.7000000000000001e-07,2.5e-07,0.0,0.0,10360.0,0.00025693,0.00025693
gsm8k/481,Qwen/Qwen3.5-9B,112,2110,1.7000000000000001e-07,2.5e-07,0.0,0.0,24410.0,0.00054654,0.00054654
gsm8k/488,Qwen/Qwen3.5-9B,82,997,1.7000000000000001e-07,2.5e-07,0.0,0.0,11890.0,0.00026319,0.00026319
gsm8k/491,openai/gpt-oss-20b,135,244,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3310.0,5.555000000000001e-05,5.555000000000001e-05
gsm8k/50,Qwen/Qwen3.5-9B,77,16384,1.7000000000000001e-07,2.5e-07,0.0,0.0,192410.0,0.00410909,0.00410909
gsm8k/519,Qwen/Qwen3.5-9B,72,957,1.7000000000000001e-07,2.5e-07,0.0,0.0,9510.0,0.00025149,0.00025149
gsm8k/552,Qwen/Qwen3.5-9B,109,16384,1.7000000000000001e-07,2.5e-07,0.0,0.0,171650.0,0.00411453,0.00411453
gsm8k/553,openai/gpt-oss-20b,166,176,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2360.0,4.35e-05,4.35e-05
gsm8k/562,Qwen/Qwen3.5-9B,121,7430,1.7000000000000001e-07,2.5e-07,0.0,0.0,92360.0,0.00187807,0.00187807
gsm8k/578,Qwen/Qwen3.5-9B,91,2024,1.7000000000000001e-07,2.5e-07,0.0,0.0,22390.0,0.0005214699999999999,0.0005214699999999999
gsm8k/581,Qwen/Qwen3.5-9B,89,963,1.7000000000000001e-07,2.5e-07,0.0,0.0,11800.0,0.00025588,0.00025588
gsm8k/583,Qwen/Qwen3.5-9B,102,4733,1.7000000000000001e-07,2.5e-07,0.0,0.0,59020.0,0.0012005899999999999,0.0012005899999999999
gsm8k/60,Qwen/Qwen3.5-9B,78,1638,1.7000000000000001e-07,2.5e-07,0.0,0.0,16480.0,0.00042276,0.00042276
gsm8k/61,Qwen/Qwen3.5-9B,102,16384,1.7000000000000001e-07,2.5e-07,0.0,0.0,260970.00000000003,0.00411334,0.00411334
gsm8k/610,Qwen/Qwen3.5-9B,87,16384,1.7000000000000001e-07,2.5e-07,0.0,0.0,212650.0,0.00411079,0.00411079
gsm8k/612,openai/gpt-oss-20b,174,266,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3050.0,6.190000000000001e-05,6.190000000000001e-05
gsm8k/643,Qwen/Qwen3.5-9B,97,1197,1.7000000000000001e-07,2.5e-07,0.0,0.0,13330.0,0.00031574,0.00031574
gsm8k/645,openai/gpt-oss-20b,132,525,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5780.0,0.0001116,0.0001116
gsm8k/682,Qwen/Qwen3.5-9B,115,1201,1.7000000000000001e-07,2.5e-07,0.0,0.0,14550.0,0.0003198,0.0003198
gsm8k/700,openai/gpt-oss-20b,172,454,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6020.0,9.940000000000002e-05,9.940000000000002e-05
gsm8k/726,Qwen/Qwen3.5-9B,113,1216,1.7000000000000001e-07,2.5e-07,0.0,0.0,14580.0,0.00032321,0.00032321
gsm8k/735,Qwen/Qwen3.5-9B,99,1498,1.7000000000000001e-07,2.5e-07,0.0,0.0,18710.0,0.00039133,0.00039133
gsm8k/771,openai/gpt-oss-20b,151,231,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,2970.0,5.3750000000000005e-05,5.3750000000000005e-05
gsm8k/796,openai/gpt-oss-20b,151,727,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,9020.0,0.00015295,0.00015295
gsm8k/801,openai/gpt-oss-20b,155,329,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4040.0,7.355e-05,7.355e-05
gsm8k/81,Qwen/Qwen3.5-9B,99,876,1.7000000000000001e-07,2.5e-07,0.0,0.0,12820.0,0.00023582999999999997,0.00023582999999999997
gsm8k/812,openai/gpt-oss-20b,212,521,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6140.0,0.00011480000000000001,0.00011480000000000001
gsm8k/813,openai/gpt-oss-20b,180,313,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3630.0,7.16e-05,7.16e-05
gsm8k/823,openai/gpt-oss-20b,193,313,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,3790.0,7.225000000000001e-05,7.225000000000001e-05
gsm8k/827,Qwen/Qwen3.5-9B,125,2087,1.7000000000000001e-07,2.5e-07,0.0,0.0,23300.0,0.000543,0.000543
gsm8k/829,openai/gpt-oss-20b,168,468,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5470.0,0.00010200000000000001,0.00010200000000000001
gsm8k/863,Qwen/Qwen3.5-9B,78,1037,1.7000000000000001e-07,2.5e-07,0.0,0.0,13540.0,0.00027251,0.00027251
gsm8k/878,Qwen/Qwen3.5-9B,89,803,1.7000000000000001e-07,2.5e-07,0.0,0.0,10350.0,0.00021588,0.00021588
gsm8k/885,Qwen/Qwen3.5-9B,94,844,1.7000000000000001e-07,2.5e-07,0.0,0.0,9760.0,0.00022697999999999997,0.00022697999999999997
gsm8k/891,Qwen/Qwen3.5-9B,99,1916,1.7000000000000001e-07,2.5e-07,0.0,0.0,24250.0,0.00049583,0.00049583
gsm8k/919,openai/gpt-oss-20b,175,339,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4350.0,7.655e-05,7.655e-05
gsm8k/94,Qwen/Qwen3.5-9B,91,1401,1.7000000000000001e-07,2.5e-07,0.0,0.0,20590.0,0.00036572,0.00036572
gsm8k/971,Qwen/Qwen3.5-9B,89,995,1.7000000000000001e-07,2.5e-07,0.0,0.0,11850.0,0.00026388000000000003,0.00026388000000000003
gsm8k/985,Qwen/Qwen3.5-9B,73,662,1.7000000000000001e-07,2.5e-07,0.0,0.0,7980.0,0.00017790999999999998,0.00017790999999999998
gsm8k/999,openai/gpt-oss-20b,141,354,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4710.0,7.785e-05,7.785e-05
HumanEval/0,openai/gpt-oss-20b,216,537,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6300.0,0.00011820000000000001,0.00011820000000000001
HumanEval/1,openai/gpt-oss-20b,206,571,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6620.0,0.00012450000000000002,0.00012450000000000002
HumanEval/10,Qwen/Qwen3.5-9B,190,980,1.7000000000000001e-07,2.5e-07,0.0,0.0,14220.0,0.0002773,0.0002773
HumanEval/100,openai/gpt-oss-20b,223,618,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,9900.0,0.00013475000000000002,0.00013475000000000002
HumanEval/101,Qwen/Qwen3.5-9B,158,549,1.7000000000000001e-07,2.5e-07,0.0,0.0,6700.0,0.00016411,0.00016411
HumanEval/102,Qwen/Qwen3.5-9B,138,5841,1.7000000000000001e-07,2.5e-07,0.0,0.0,81410.0,0.00148371,0.00148371
HumanEval/103,Qwen/Qwen3.5-9B,193,2954,1.7000000000000001e-07,2.5e-07,0.0,0.0,29030.0,0.00077131,0.00077131
HumanEval/104,Qwen/Qwen3.5-9B,159,3687,1.7000000000000001e-07,2.5e-07,0.0,0.0,48080.0,0.00094878,0.00094878
HumanEval/105,openai/gpt-oss-20b,367,723,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,8840.0,0.00016295000000000003,0.00016295000000000003
HumanEval/106,Qwen/Qwen3.5-9B,169,5984,1.7000000000000001e-07,2.5e-07,0.0,0.0,57860.0,0.00152473,0.00152473
HumanEval/107,Qwen/Qwen3.5-9B,263,16384,1.7000000000000001e-07,2.5e-07,0.0,0.0,182110.0,0.00414071,0.00414071
HumanEval/108,Qwen/Qwen3.5-9B,169,982,1.7000000000000001e-07,2.5e-07,0.0,0.0,10880.0,0.00027423,0.00027423
HumanEval/109,Qwen/Qwen3.5-9B,344,16384,1.7000000000000001e-07,2.5e-07,0.0,0.0,161120.0,0.0041544799999999995,0.0041544799999999995
HumanEval/11,Qwen/Qwen3.5-9B,123,662,1.7000000000000001e-07,2.5e-07,0.0,0.0,6990.0,0.00018640999999999997,0.00018640999999999997
HumanEval/110,Qwen/Qwen3.5-9B,243,9673,1.7000000000000001e-07,2.5e-07,0.0,0.0,108580.0,0.00245956,0.00245956
HumanEval/111,Qwen/Qwen3.5-9B,196,16384,1.7000000000000001e-07,2.5e-07,0.0,0.0,211470.0,0.00412932,0.00412932
HumanEval/112,Qwen/Qwen3.5-9B,205,4963,1.7000000000000001e-07,2.5e-07,0.0,0.0,56070.0,0.0012755999999999998,0.0012755999999999998
HumanEval/113,openai/gpt-oss-20b,264,1089,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,13170.0,0.000231,0.000231
HumanEval/114,Qwen/Qwen3.5-9B,127,5133,1.7000000000000001e-07,2.5e-07,0.0,0.0,67800.0,0.0013048399999999998,0.0013048399999999998
HumanEval/115,openai/gpt-oss-20b,414,541,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,5330.0,0.00012890000000000002,0.00012890000000000002
HumanEval/116,Qwen/Qwen3.5-9B,214,16384,1.7000000000000001e-07,2.5e-07,0.0,0.0,166580.0,0.00413238,0.00413238
HumanEval/117,Qwen/Qwen3.5-9B,227,5477,1.7000000000000001e-07,2.5e-07,0.0,0.0,81700.0,0.00140784,0.00140784
HumanEval/118,Qwen/Qwen3.5-9B,193,1142,1.7000000000000001e-07,2.5e-07,0.0,0.0,12500.0,0.00031831,0.00031831
HumanEval/119,openai/gpt-oss-20b,256,458,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4940.0,0.0001044,0.0001044
HumanEval/12,Qwen/Qwen3.5-9B,145,447,1.7000000000000001e-07,2.5e-07,0.0,0.0,5090.0,0.0001364,0.0001364
HumanEval/120,Qwen/Qwen3.5-9B,272,4975,1.7000000000000001e-07,2.5e-07,0.0,0.0,48390.0,0.0012899899999999998,0.0012899899999999998
HumanEval/121,Qwen/Qwen3.5-9B,141,3445,1.7000000000000001e-07,2.5e-07,0.0,0.0,50580.0,0.0008852199999999999,0.0008852199999999999
HumanEval/122,Qwen/Qwen3.5-9B,179,4053,1.7000000000000001e-07,2.5e-07,0.0,0.0,39880.0,0.00104368,0.00104368
HumanEval/123,openai/gpt-oss-20b,324,807,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,8470.0,0.00017760000000000003,0.00017760000000000003
HumanEval/124,Qwen/Qwen3.5-9B,331,1466,1.7000000000000001e-07,2.5e-07,0.0,0.0,21170.0,0.00042276999999999994,0.00042276999999999994
HumanEval/125,Qwen/Qwen3.5-9B,181,574,1.7000000000000001e-07,2.5e-07,0.0,0.0,6420.0,0.00017427,0.00017427
HumanEval/126,Qwen/Qwen3.5-9B,288,16384,1.7000000000000001e-07,2.5e-07,0.0,0.0,230300.0,0.00414496,0.00414496
HumanEval/127,openai/gpt-oss-20b,344,635,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6980.0,0.00014420000000000004,0.00014420000000000004
HumanEval/128,openai/gpt-oss-20b,213,774,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,9790.0,0.00016545000000000004,0.00016545000000000004
HumanEval/129,openai/gpt-oss-20b,487,1236,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,16379.999999999998,0.00027155000000000007,0.00027155000000000007
HumanEval/13,Qwen/Qwen3.5-9B,111,504,1.7000000000000001e-07,2.5e-07,0.0,0.0,5000.0,0.00014487000000000001,0.00014487000000000001
HumanEval/130,Qwen/Qwen3.5-9B,281,16384,1.7000000000000001e-07,2.5e-07,0.0,0.0,200680.0,0.00414377,0.00414377
HumanEval/131,Qwen/Qwen3.5-9B,114,4092,1.7000000000000001e-07,2.5e-07,0.0,0.0,54510.0,0.00104238,0.00104238
HumanEval/132,Qwen/Qwen3.5-9B,173,4233,1.7000000000000001e-07,2.5e-07,0.0,0.0,46930.0,0.0010876599999999998,0.0010876599999999998
HumanEval/133,openai/gpt-oss-20b,248,498,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6330.0,0.00011200000000000001,0.00011200000000000001
HumanEval/134,Qwen/Qwen3.5-9B,178,2634,1.7000000000000001e-07,2.5e-07,0.0,0.0,26010.0,0.0006887600000000001,0.0006887600000000001
HumanEval/135,Qwen/Qwen3.5-9B,142,3748,1.7000000000000001e-07,2.5e-07,0.0,0.0,49640.0,0.00096114,0.00096114
HumanEval/136,Qwen/Qwen3.5-9B,182,6347,1.7000000000000001e-07,2.5e-07,0.0,0.0,70390.0,0.0016176899999999998,0.0016176899999999998
HumanEval/137,Qwen/Qwen3.5-9B,184,620,1.7000000000000001e-07,2.5e-07,0.0,0.0,7350.0,0.00018628,0.00018628
HumanEval/138,openai/gpt-oss-20b,168,604,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,8640.0,0.0001292,0.0001292
HumanEval/139,Qwen/Qwen3.5-9B,139,909,1.7000000000000001e-07,2.5e-07,0.0,0.0,11010.0,0.00025088,0.00025088
HumanEval/14,Qwen/Qwen3.5-9B,98,466,1.7000000000000001e-07,2.5e-07,0.0,0.0,4900.0,0.00013316,0.00013316
HumanEval/140,Qwen/Qwen3.5-9B,148,5318,1.7000000000000001e-07,2.5e-07,0.0,0.0,69460.0,0.00135466,0.00135466
HumanEval/141,Qwen/Qwen3.5-9B,259,6069,1.7000000000000001e-07,2.5e-07,0.0,0.0,77360.0,0.00156128,0.00156128
HumanEval/142,Qwen/Qwen3.5-9B,210,6847,1.7000000000000001e-07,2.5e-07,0.0,0.0,77360.0,0.00174745,0.00174745
HumanEval/143,Qwen/Qwen3.5-9B,199,5256,1.7000000000000001e-07,2.5e-07,0.0,0.0,66950.0,0.00134783,0.00134783
HumanEval/144,openai/gpt-oss-20b,246,377,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4490.0,8.77e-05,8.77e-05
HumanEval/145,Qwen/Qwen3.5-9B,165,16384,1.7000000000000001e-07,2.5e-07,0.0,0.0,185370.0,0.00412405,0.00412405
HumanEval/146,openai/gpt-oss-20b,210,730,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,7900.0,0.00015650000000000004,0.00015650000000000004
HumanEval/147,openai/gpt-oss-20b,256,851,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,11610.0,0.00018300000000000003,0.00018300000000000003
HumanEval/148,Qwen/Qwen3.5-9B,253,596,1.7000000000000001e-07,2.5e-07,0.0,0.0,8330.0,0.00019201,0.00019201
HumanEval/149,openai/gpt-oss-20b,278,545,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6260.0,0.0001229,0.0001229
HumanEval/15,Qwen/Qwen3.5-9B,110,1723,1.7000000000000001e-07,2.5e-07,0.0,0.0,15190.0,0.00044945,0.00044945
HumanEval/150,Qwen/Qwen3.5-9B,129,3264,1.7000000000000001e-07,2.5e-07,0.0,0.0,36650.0,0.00083793,0.00083793
HumanEval/151,Qwen/Qwen3.5-9B,179,6090,1.7000000000000001e-07,2.5e-07,0.0,0.0,91400.0,0.00155293,0.00155293
HumanEval/152,openai/gpt-oss-20b,321,188,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,1630.0,5.365e-05,5.365e-05
HumanEval/153,Qwen/Qwen3.5-9B,320,6428,1.7000000000000001e-07,2.5e-07,0.0,0.0,68470.0,0.0016614,0.0016614
HumanEval/154,Qwen/Qwen3.5-9B,166,1009,1.7000000000000001e-07,2.5e-07,0.0,0.0,12700.0,0.00028047,0.00028047
HumanEval/155,Qwen/Qwen3.5-9B,109,2832,1.7000000000000001e-07,2.5e-07,0.0,0.0,29120.0,0.00072653,0.00072653
HumanEval/156,Qwen/Qwen3.5-9B,152,814,1.7000000000000001e-07,2.5e-07,0.0,0.0,9470.0,0.00022934,0.00022934
HumanEval/157,Qwen/Qwen3.5-9B,150,2997,1.7000000000000001e-07,2.5e-07,0.0,0.0,44940.0,0.0007747499999999999,0.0007747499999999999
HumanEval/158,Qwen/Qwen3.5-9B,160,771,1.7000000000000001e-07,2.5e-07,0.0,0.0,11780.0,0.00021995,0.00021995
HumanEval/159,Qwen/Qwen3.5-9B,343,5721,1.7000000000000001e-07,2.5e-07,0.0,0.0,61650.0,0.0014885599999999999,0.0014885599999999999
HumanEval/16,Qwen/Qwen3.5-9B,109,314,1.7000000000000001e-07,2.5e-07,0.0,0.0,4190.0,9.703e-05,9.703e-05
HumanEval/160,Qwen/Qwen3.5-9B,254,16384,1.7000000000000001e-07,2.5e-07,0.0,0.0,190300.0,0.00413918,0.00413918
HumanEval/161,gpt-4o,138,49,2.5e-06,1e-05,0.0,0.0,570.0,0.0008350000000000001,0.0008350000000000001
HumanEval/162,Qwen/Qwen3.5-9B,127,458,1.7000000000000001e-07,2.5e-07,0.0,0.0,6200.0,0.00013609,0.00013609
HumanEval/163,Qwen/Qwen3.5-9B,149,16384,1.7000000000000001e-07,2.5e-07,0.0,0.0,182890.0,0.0041213299999999994,0.0041213299999999994
HumanEval/17,openai/gpt-oss-20b,261,436,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,4890.0,0.00010025000000000001,0.00010025000000000001
HumanEval/18,Qwen/Qwen3.5-9B,129,686,1.7000000000000001e-07,2.5e-07,0.0,0.0,6820.0,0.00019343,0.00019343
HumanEval/19,Qwen/Qwen3.5-9B,146,667,1.7000000000000001e-07,2.5e-07,0.0,0.0,7210.0,0.00019156999999999998,0.00019156999999999998
HumanEval/2,Qwen/Qwen3.5-9B,125,321,1.7000000000000001e-07,2.5e-07,0.0,0.0,3690.0,0.0001015,0.0001015
HumanEval/20,openai/gpt-oss-20b,259,559,5.0000000000000004e-08,2.0000000000000002e-07,0.0,0.0,6190.0,0.00012475,0.00012475
HumanEval/21,Qwen/Qwen3.5-9B,165,852,1.7000000000000001e-07,2.5e-07,0.0,0.0,10270.0,0.00024105,0.00024105
HumanEval/22,Qwen/Qwen3.5-9B,133,625,1.7000000000000001e-07,2.5e-07,0.0,0.0,7190.0,0.00017886,0.00017886
